city,country,country_code,latitude,longitude,population,timezone
Baghlān,Afghanistan,AF,36.13068,68.70829,108449,Asia/Kabul
Balkh,Afghanistan,AF,36.75635,66.8972,114883,Asia/Kabul
Gardez,Afghanistan,AF,33.59744,69.22592,103601,Asia/Kabul
Ghazni,Afghanistan,AF,33.55391,68.42096,141000,Asia/Kabul
Herāt,Afghanistan,AF,34.34817,62.19967,574300,Asia/Kabul
Jalālābād,Afghanistan,AF,34.42647,70.45153,271900,Asia/Kabul
Kabul,Afghanistan,AF,34.52813,69.17233,4434550,Asia/Kabul
Kandahār,Afghanistan,AF,31.61332,65.71013,523300,Asia/Kabul
Kunduz,Afghanistan,AF,36.72895,68.857,161902,Asia/Kabul
Mazār-e Sharīf,Afghanistan,AF,36.70904,67.11087,523300,Asia/Kabul
Durrës,Albania,AL,41.32355,19.45469,195920,Europe/Tirane
Elbasan,Albania,AL,41.11138,20.08224,100903,Europe/Tirane
Tirana,Albania,AL,41.32744,19.81866,418495,Europe/Tirane
Vlorë,Albania,AL,40.4696,19.48379,115261,Europe/Tirane
Algiers,Algeria,DZ,36.73225,3.08746,2364230,Africa/Algiers
Annaba,Algeria,DZ,36.9,7.76667,342703,Africa/Algiers
Aïn Beïda,Algeria,DZ,35.79639,7.39278,116064,Africa/Algiers
Bab Ezzouar,Algeria,DZ,36.72615,3.18291,275630,Africa/Algiers
Baraki,Algeria,DZ,36.66655,3.09606,105402,Africa/Algiers
Batna City,Algeria,DZ,35.55597,6.17414,289504,Africa/Algiers
Biskra,Algeria,DZ,34.85038,5.72805,204661,Africa/Algiers
Blida,Algeria,DZ,36.47004,2.8277,331779,Africa/Algiers
Bordj Bou Arreridj,Algeria,DZ,36.07389,4.76139,158812,Africa/Algiers
Bordj el Kiffan,Algeria,DZ,36.74871,3.19249,123246,Africa/Algiers
Bou Saâda,Algeria,DZ,35.20855,4.17402,111787,Africa/Algiers
Béchar,Algeria,DZ,31.61667,-2.21667,165241,Africa/Algiers
Béjaïa,Algeria,DZ,36.75587,5.08433,176139,Africa/Algiers
Chlef,Algeria,DZ,36.16525,1.33452,178616,Africa/Algiers
Constantine,Algeria,DZ,36.365,6.61472,448028,Africa/Algiers
Djelfa,Algeria,DZ,34.67279,3.263,265833,Africa/Algiers
El Achir,Algeria,DZ,36.06386,4.62744,158333,Africa/Algiers
El Eulma,Algeria,DZ,36.15281,5.69016,145380,Africa/Algiers
El Oued,Algeria,DZ,33.35608,6.86319,186525,Africa/Algiers
Ghardaïa,Algeria,DZ,32.49094,3.67347,142913,Africa/Algiers
Guelma,Algeria,DZ,36.46214,7.42608,120004,Africa/Algiers
Jijel,Algeria,DZ,36.821,5.76352,131513,Africa/Algiers
Khenchela,Algeria,DZ,35.43583,7.14333,114472,Africa/Algiers
Laghouat,Algeria,DZ,33.8,2.86514,134372,Africa/Algiers
M'Sila,Algeria,DZ,35.70889,4.53722,132975,Africa/Algiers
Mascara,Algeria,DZ,35.39664,0.14027,108629,Africa/Algiers
Mostaganem,Algeria,DZ,35.93115,0.08918,162885,Africa/Algiers
Médéa,Algeria,DZ,36.26417,2.75393,145441,Africa/Algiers
Oran,Algeria,DZ,35.69906,-0.63588,803329,Africa/Algiers
Ouargla,Algeria,DZ,31.94932,5.32502,169928,Africa/Algiers
Relizane,Algeria,DZ,35.73734,0.55599,123255,Africa/Algiers
Rouiba,Algeria,DZ,36.73829,3.28079,117558,Africa/Algiers
Saïda,Algeria,DZ,34.83033,0.15171,142497,Africa/Algiers
Sidi Bel Abbes,Algeria,DZ,35.18994,-0.63085,210146,Africa/Algiers
Skikda,Algeria,DZ,36.87617,6.90921,182903,Africa/Algiers
Souk Ahras,Algeria,DZ,36.28639,7.95111,153479,Africa/Algiers
Sétif,Algeria,DZ,36.19112,5.41373,252127,Africa/Algiers
Tiaret,Algeria,DZ,35.37103,1.31699,178915,Africa/Algiers
Tizi Ouzou,Algeria,DZ,36.71182,4.04591,104312,Africa/Algiers
Tlemcen,Algeria,DZ,34.87833,-1.315,173531,Africa/Algiers
Touggourt,Algeria,DZ,33.11083,6.07,143270,Africa/Algiers
Tébessa,Algeria,DZ,35.40417,8.12417,194461,Africa/Algiers
Benguela,Angola,AO,-12.57674,13.40268,555124,Africa/Luanda
Cabinda,Angola,AO,-5.56198,12.19476,550000,Africa/Luanda
Caála,Angola,AO,-12.8525,15.56056,130000,Africa/Luanda
Chitato,Angola,AO,-7.3,20.73333,246880,Africa/Luanda
Cuíto,Angola,AO,-12.38333,16.93333,355423,Africa/Luanda
Dundo,Angola,AO,-7.36643,20.81557,177604,Africa/Luanda
Gabela,Angola,AO,-10.85147,14.37993,116903,Africa/Luanda
Huambo,Angola,AO,-12.77611,15.73917,595304,Africa/Luanda
Lobito,Angola,AO,-12.3644,13.53601,357950,Africa/Luanda
Luanda,Angola,AO,-8.83682,13.23432,2776168,Africa/Luanda
Lubango,Angola,AO,-14.91717,13.4925,600751,Africa/Luanda
Lucapa,Angola,AO,-8.41915,20.74466,110000,Africa/Luanda
Luena,Angola,AO,-11.78333,19.91667,273675,Africa/Luanda
Malanje,Angola,AO,-9.54015,16.34096,455000,Africa/Luanda
Mbanza Kongo,Angola,AO,-6.26667,14.23833,148000,Africa/Luanda
Menongue,Angola,AO,-14.6585,17.69099,251178,Africa/Luanda
Mossamedes,Angola,AO,-15.19611,12.15222,255000,Africa/Luanda
N'dalatando,Angola,AO,-9.29782,14.91162,161584,Africa/Luanda
Ondjiva,Angola,AO,-17.06667,15.73333,121537,Africa/Luanda
Saurimo,Angola,AO,-9.66078,20.39155,393000,Africa/Luanda
Soyo,Angola,AO,-6.1349,12.36894,200920,Africa/Luanda
Sumbe,Angola,AO,-11.20605,13.84371,205832,Africa/Luanda
Uíge,Angola,AO,-7.60874,15.06131,322531,Africa/Luanda
Bahía Blanca,Argentina,AR,-38.7176,-62.26545,299101,America/Argentina/Buenos_Aires
Balvanera,Argentina,AR,-34.61032,-58.39766,152198,America/Argentina/Buenos_Aires
Belgrano,Argentina,AR,-34.5627,-58.45829,138942,America/Argentina/Buenos_Aires
Berazategui,Argentina,AR,-34.76531,-58.21278,180523,America/Argentina/Buenos_Aires
Buenos Aires,Argentina,AR,-34.61315,-58.37723,2891082,America/Argentina/Buenos_Aires
Castelar,Argentina,AR,-34.65142,-58.64074,107786,America/Argentina/Buenos_Aires
Catamarca,Argentina,AR,-28.46957,-65.78524,159139,America/Argentina/Catamarca
Comodoro Rivadavia,Argentina,AR,-45.86256,-67.494,140850,America/Argentina/Catamarca
Concordia,Argentina,AR,-31.39195,-58.01706,145210,America/Argentina/Cordoba
Corrientes,Argentina,AR,-27.46784,-58.8344,346334,America/Argentina/Cordoba
Córdoba,Argentina,AR,-31.40648,-64.18853,2106734,America/Argentina/Cordoba
Formosa,Argentina,AR,-26.18489,-58.17313,222226,America/Argentina/Cordoba
Ituzaingó,Argentina,AR,-27.58504,-56.68707,168419,America/Argentina/Cordoba
José C. Paz,Argentina,AR,-34.51541,-58.76813,230208,America/Argentina/Buenos_Aires
La Plata,Argentina,AR,-34.92126,-57.95442,195443,America/Argentina/Buenos_Aires
La Rioja,Argentina,AR,-29.41328,-66.85637,178872,America/Argentina/La_Rioja
Mar del Plata,Argentina,AR,-38.00042,-57.5562,593337,America/Argentina/Buenos_Aires
Mendoza,Argentina,AR,-32.88946,-68.84582,114893,America/Argentina/Mendoza
Merlo,Argentina,AR,-34.66536,-58.72744,268961,America/Argentina/Buenos_Aires
Neuquén,Argentina,AR,-38.95078,-68.0592,231198,America/Argentina/Salta
Paraná,Argentina,AR,-31.73271,-60.52897,247139,America/Argentina/Cordoba
Posadas,Argentina,AR,-27.39184,-55.92379,305874,America/Argentina/Cordoba
Quilmes,Argentina,AR,-34.72065,-58.25454,262379,America/Argentina/Buenos_Aires
Resistencia,Argentina,AR,-27.46363,-58.98665,290793,America/Argentina/Cordoba
Rosario,Argentina,AR,-32.94682,-60.63932,948312,America/Argentina/Cordoba
Río Cuarto,Argentina,AR,-33.13044,-64.35272,157010,America/Argentina/Cordoba
Salta,Argentina,AR,-24.80645,-65.41999,520683,America/Argentina/Salta
San Juan,Argentina,AR,-31.53726,-68.52568,109123,America/Argentina/San_Juan
San Luis,Argentina,AR,-33.2914,-66.32467,169947,America/Argentina/San_Luis
San Miguel,Argentina,AR,-34.54335,-58.71229,168762,America/Argentina/Buenos_Aires
San Miguel de Tucumán,Argentina,AR,-26.81601,-65.21051,548866,America/Argentina/Tucuman
San Nicolás de los Arroyos,Argentina,AR,-33.33425,-60.2108,134217,America/Argentina/Buenos_Aires
San Rafael,Argentina,AR,-34.61531,-68.33238,118009,America/Argentina/Mendoza
San Salvador de Jujuy,Argentina,AR,-24.1928,-65.29342,257970,America/Argentina/Jujuy
Santa Fe,Argentina,AR,-31.64881,-60.70868,391164,America/Argentina/Cordoba
Santa Rosa,Argentina,AR,-36.61617,-64.28991,102860,America/Argentina/Salta
Santiago del Estero,Argentina,AR,-27.80047,-64.26285,252192,America/Argentina/Cordoba
Tandil,Argentina,AR,-37.3287,-59.1369,115877,America/Argentina/Buenos_Aires
Villa Lugano,Argentina,AR,-34.67907,-58.47263,114000,America/Argentina/Buenos_Aires
Ajapnyak,Armenia,AM,40.19917,44.47056,122300,Asia/Yerevan
Arabkir,Armenia,AM,40.20624,44.50365,118870,Asia/Yerevan
Erebuni,Armenia,AM,40.13309,44.53009,129500,Asia/Yerevan
Gyumri,Armenia,AM,40.79305,43.84635,112301,Asia/Yerevan
Kentron,Armenia,AM,40.17806,44.51303,132800,Asia/Yerevan
Malatia-Sebastia,Armenia,AM,40.17396,44.4457,150000,Asia/Yerevan
Nor Nork,Armenia,AM,40.19661,44.5669,136900,Asia/Yerevan
Shengavit,Armenia,AM,40.1557,44.4779,140400,Asia/Yerevan
Yerevan,Armenia,AM,40.17765,44.5126,1141100,Asia/Yerevan
Adelaide,Australia,AU,-34.92866,138.59863,1469163,Australia/Adelaide
Ballarat,Australia,AU,-37.56622,143.84957,116201,Australia/Melbourne
Bendigo,Australia,AU,-36.75818,144.28024,103034,Australia/Melbourne
Brisbane,Australia,AU,-27.46794,153.02809,2780063,Australia/Brisbane
Cairns,Australia,AU,-16.92366,145.76613,153075,Australia/Brisbane
Canberra,Australia,AU,-35.28346,149.12807,367752,Australia/Sydney
City of Port Phillip,Australia,AU,-37.83382,144.93834,112669,Australia/Melbourne
Darwin,Australia,AU,-12.46113,130.84185,139902,Australia/Darwin
Geelong,Australia,AU,-38.14711,144.36069,268984,Australia/Melbourne
Gold Coast,Australia,AU,-28.00029,153.43088,640778,Australia/Brisbane
Hobart,Australia,AU,-42.87936,147.32941,252639,Australia/Hobart
Logan City,Australia,AU,-27.63917,153.10944,326615,Australia/Brisbane
Mackay,Australia,AU,-21.15345,149.16554,121691,Australia/Brisbane
Melbourne,Australia,AU,-37.814,144.96332,5350705,Australia/Melbourne
Newcastle,Australia,AU,-32.92953,151.7801,508437,Australia/Sydney
Perth,Australia,AU,-31.95224,115.8614,2309338,Australia/Perth
Sunshine Coast,Australia,AU,-26.65682,153.07955,346522,Australia/Brisbane
Sydney,Australia,AU,-33.86785,151.20732,5557233,Australia/Sydney
Toowoomba,Australia,AU,-27.56056,151.95386,140303,Australia/Brisbane
Townsville,Australia,AU,-19.26639,146.80569,180820,Australia/Brisbane
Wollongong,Australia,AU,-34.424,150.89345,280153,Australia/Sydney
Donaustadt,Austria,AT,48.2333,16.46002,187007,Europe/Vienna
Favoriten,Austria,AT,48.16116,16.38233,201882,Europe/Vienna
Floridsdorf,Austria,AT,48.25,16.4,162779,Europe/Vienna
Graz,Austria,AT,47.06733,15.44197,303270,Europe/Vienna
Innsbruck,Austria,AT,47.26266,11.39454,132493,Europe/Vienna
Klagenfurt am Wörthersee,Austria,AT,46.62472,14.30528,100316,Europe/Vienna
Linz,Austria,AT,48.30639,14.28611,204846,Europe/Vienna
Ottakring,Austria,AT,48.21667,16.3,104627,Europe/Vienna
Salzburg,Austria,AT,47.79941,13.04399,157245,Europe/Vienna
Simmering,Austria,AT,48.18333,16.43333,101420,Europe/Vienna
Vienna,Austria,AT,48.20849,16.37208,1691468,Europe/Vienna
Baku,Azerbaijan,AZ,40.37767,49.89201,1116513,Asia/Baku
Ganja,Azerbaijan,AZ,40.68278,46.36056,335600,Asia/Baku
Lankaran,Azerbaijan,AZ,38.75428,48.85062,240300,Asia/Baku
Mingelchaur,Azerbaijan,AZ,40.76395,47.05953,106048,Asia/Baku
Sumqayıt,Azerbaijan,AZ,40.58972,49.66861,358675,Asia/Baku
Tovuz,Azerbaijan,AZ,40.99249,45.62838,177200,Asia/Baku
Yevlakh,Azerbaijan,AZ,40.61832,47.15014,127400,Asia/Baku
Nassau,Bahamas,BS,25.05823,-77.34306,227940,America/Nassau
Ar Rifā‘,Bahrain,BH,26.13,50.555,195606,Asia/Bahrain
Manama,Bahrain,BH,26.22787,50.58565,147074,Asia/Bahrain
Bagerhat,Bangladesh,BD,22.65657,89.79123,266388,Asia/Dhaka
Barishal,Bangladesh,BD,22.70497,90.37013,202242,Asia/Dhaka
Bhairab Bāzār,Bangladesh,BD,24.0524,90.9764,105457,Asia/Dhaka
Bhātāra,Bangladesh,BD,23.8,90.45,324300,Asia/Dhaka
Bogra,Bangladesh,BD,24.85098,89.37108,210000,Asia/Dhaka
Brāhmanbāria,Bangladesh,BD,23.97464,91.11228,264326,Asia/Dhaka
Bāndarban,Bangladesh,BD,22.19534,92.21946,495272,Asia/Dhaka
Chattogram,Bangladesh,BD,22.3384,91.83168,3920222,Asia/Dhaka
Chāndpur,Bangladesh,BD,23.22714,90.65433,203000,Asia/Dhaka
Comilla,Bangladesh,BD,23.46186,91.18503,1030000,Asia/Dhaka
Cox’s Bāzār,Bangladesh,BD,21.43973,92.00955,253788,Asia/Dhaka
Dhaka,Bangladesh,BD,23.7104,90.40744,10356500,Asia/Dhaka
Dinajpur,Bangladesh,BD,25.62745,88.63779,206234,Asia/Dhaka
Farīdpur,Bangladesh,BD,23.60612,89.84064,112187,Asia/Dhaka
Gazipur,Bangladesh,BD,23.99844,90.42234,2674697,Asia/Dhaka
Hāthazāri,Bangladesh,BD,22.50515,91.81339,498179,Asia/Dhaka
Jamālpur,Bangladesh,BD,24.91965,89.94812,167900,Asia/Dhaka
Jessore,Bangladesh,BD,23.16971,89.21371,243987,Asia/Dhaka
Karnaphuli,Bangladesh,BD,22.69056,92.23472,203697,Asia/Dhaka
Khulna,Bangladesh,BD,22.80979,89.56439,1500689,Asia/Dhaka
Kushtia,Bangladesh,BD,23.9028,89.11943,135724,Asia/Dhaka
Kāfrul,Bangladesh,BD,23.78822,90.37359,339734,Asia/Dhaka
Maijdi,Bangladesh,BD,22.86667,91.1,132185,Asia/Dhaka
Mirpur Model Thana,Bangladesh,BD,23.80931,90.36093,546503,Asia/Dhaka
Mohāmmadpur,Bangladesh,BD,24.89843,88.52844,527571,Asia/Dhaka
Mymensingh,Bangladesh,BD,24.75636,90.40646,225126,Asia/Dhaka
Nagar Naluākot,Bangladesh,BD,24.15608,90.7728,273000,Asia/Dhaka
Narsingdi,Bangladesh,BD,23.92298,90.71768,281080,Asia/Dhaka
Natore,Bangladesh,BD,24.41112,88.98673,369138,Asia/Dhaka
Nawābganj,Bangladesh,BD,24.59025,88.27444,142361,Asia/Dhaka
Nāgarpur,Bangladesh,BD,24.05783,89.87696,238422,Asia/Dhaka
Nārāyanganj,Bangladesh,BD,23.61352,90.50298,223622,Asia/Dhaka
Pallabi,Bangladesh,BD,23.825,90.37,597574,Asia/Dhaka
Paltan,Bangladesh,BD,23.73625,90.41426,184492,Asia/Dhaka
Puthia,Bangladesh,BD,24.36537,88.83431,159406,Asia/Dhaka
Pābna,Bangladesh,BD,24.00644,89.2372,186781,Asia/Dhaka
Pār Naogaon,Bangladesh,BD,24.80418,88.94875,192464,Asia/Dhaka
Rajshahi,Bangladesh,BD,24.374,88.60114,763580,Asia/Dhaka
Ramna Maidan,Bangladesh,BD,23.73333,90.4,143677,Asia/Dhaka
Rangpur,Bangladesh,BD,25.74664,89.25166,1031388,Asia/Dhaka
Rāngāmāti,Bangladesh,BD,22.64317,92.19186,106060,Asia/Dhaka
Saidpur,Bangladesh,BD,25.77769,88.89169,199422,Asia/Dhaka
Savar,Bangladesh,BD,23.84858,90.25002,286008,Asia/Dhaka
Sherpur,Bangladesh,BD,25.01881,90.01751,107419,Asia/Dhaka
Shibganj,Bangladesh,BD,25.00146,89.32266,378701,Asia/Dhaka
Shibganj,Bangladesh,BD,24.68501,88.15638,35961,Asia/Dhaka
Shāhzādpur,Bangladesh,BD,24.17687,89.5988,102420,Asia/Dhaka
Sirajganj,Bangladesh,BD,24.45771,89.70802,127481,Asia/Dhaka
Sonārgaon,Bangladesh,BD,23.65,90.61667,130000,Asia/Dhaka
Sylhet,Bangladesh,BD,24.89904,91.87198,237000,Asia/Dhaka
Sātkhira,Bangladesh,BD,22.70817,89.07185,128918,Asia/Dhaka
Tungi,Bangladesh,BD,23.89154,90.40232,337579,Asia/Dhaka
Tāngāil,Bangladesh,BD,24.24984,89.91655,180144,Asia/Dhaka
Āshuganj City,Bangladesh,BD,24.04016,91.0117,180654,Asia/Dhaka
Baranovichi,Belarus,BY,53.13253,26.00774,171361,Europe/Minsk
Barysaw,Belarus,BY,54.2279,28.505,135696,Europe/Minsk
Bobruysk,Belarus,BY,53.14636,29.20552,207351,Europe/Minsk
Brest,Belarus,BY,52.10894,23.71749,344470,Europe/Minsk
Homyel',Belarus,BY,52.4345,30.9754,501102,Europe/Minsk
Hrodna,Belarus,BY,53.6758,23.82887,361115,Europe/Minsk
Lida,Belarus,BY,53.88333,25.29972,103916,Europe/Minsk
Mahilyow,Belarus,BY,53.90876,30.34044,353110,Europe/Minsk
Mazyr,Belarus,BY,52.04162,29.21631,105152,Europe/Minsk
Minsk,Belarus,BY,53.90019,27.56653,1742124,Europe/Minsk
Orsha,Belarus,BY,54.51362,30.40365,102759,Europe/Minsk
Pinsk,Belarus,BY,52.12153,26.06726,124295,Europe/Minsk
Vitebsk,Belarus,BY,55.1904,30.2049,358395,Europe/Minsk
Anderlecht,Belgium,BE,50.83619,4.31454,160553,Europe/Brussels
Antwerpen,Belgium,BE,51.22047,4.40026,529247,Europe/Brussels
Brugge,Belgium,BE,51.20892,3.22424,118509,Europe/Brussels
Brussels,Belgium,BE,50.85045,4.34878,1019022,Europe/Brussels
Charleroi,Belgium,BE,50.41136,4.44448,200132,Europe/Brussels
Gent,Belgium,BE,51.05,3.71667,265086,Europe/Brussels
Leuven,Belgium,BE,50.87959,4.70093,101032,Europe/Brussels
Liège,Belgium,BE,50.63373,5.56749,195278,Europe/Brussels
Namur,Belgium,BE,50.4669,4.86746,110939,Europe/Brussels
Schaerbeek,Belgium,BE,50.86935,4.37737,132761,Europe/Brussels
Abomey,Benin,BJ,7.18286,1.99119,117824,Africa/Porto-Novo
Abomey-Calavi,Benin,BJ,6.44852,2.35566,385755,Africa/Porto-Novo
Cotonou,Benin,BJ,6.36536,2.41833,679012,Africa/Porto-Novo
Godomè,Benin,BJ,6.38948,2.34581,253262,Africa/Porto-Novo
Parakou,Benin,BJ,9.33716,2.63031,255478,Africa/Porto-Novo
Porto-Novo,Benin,BJ,6.49646,2.60359,264320,Africa/Porto-Novo
Cochabamba,"Bolivia, Plurinational State of",BO,-17.38195,-66.15995,841276,America/La_Paz
La Paz,"Bolivia, Plurinational State of",BO,-16.5,-68.15,2004652,America/La_Paz
Oruro,"Bolivia, Plurinational State of",BO,-17.97153,-67.0932,208684,America/La_Paz
Potosí,"Bolivia, Plurinational State of",BO,-19.58361,-65.75306,141251,America/La_Paz
Quillacollo,"Bolivia, Plurinational State of",BO,-17.39228,-66.27838,172405,America/La_Paz
Sacaba,"Bolivia, Plurinational State of",BO,-17.39799,-66.03825,180726,America/La_Paz
Santa Cruz de la Sierra,"Bolivia, Plurinational State of",BO,-17.78629,-63.18117,1831434,America/La_Paz
Sucre,"Bolivia, Plurinational State of",BO,-19.03332,-65.26274,224838,America/La_Paz
Tarija,"Bolivia, Plurinational State of",BO,-21.53549,-64.72956,159269,America/La_Paz
Banja Luka,Bosnia and Herzegovina,BA,44.77879,17.20629,221106,Europe/Sarajevo
Mostar,Bosnia and Herzegovina,BA,43.34333,17.80806,104518,Europe/Sarajevo
Sarajevo,Bosnia and Herzegovina,BA,43.84864,18.35644,696731,Europe/Sarajevo
Tuzla,Bosnia and Herzegovina,BA,44.53842,18.66709,142486,Europe/Sarajevo
Zenica,Bosnia and Herzegovina,BA,44.20169,17.90397,164423,Europe/Sarajevo
Francistown,Botswana,BW,-21.17,27.50778,103417,Africa/Gaborone
Gaborone,Botswana,BW,-24.65451,25.90859,246325,Africa/Gaborone
Abaetetuba,Brazil,BR,-1.71806,-48.8825,158188,America/Belem
Abreu e Lima,Brazil,BR,-7.91167,-34.90278,103945,America/Recife
Alagoinhas,Brazil,BR,-12.13556,-38.41917,122688,America/Bahia
Almirante Tamandaré,Brazil,BR,-25.32472,-49.31,119825,America/Sao_Paulo
Altamira,Brazil,BR,-3.20333,-52.20639,126279,America/Santarem
Alvorada,Brazil,BR,-30.00018,-51.07632,187315,America/Sao_Paulo
Americana,Brazil,BR,-22.73917,-47.33139,246655,America/Sao_Paulo
Ananindeua,Brazil,BR,-1.36556,-48.37222,433956,America/Belem
Angra dos Reis,Brazil,BR,-23.00667,-44.31806,179120,America/Sao_Paulo
Anápolis,Brazil,BR,-16.32667,-48.95278,319587,America/Sao_Paulo
Aparecida de Goiânia,Brazil,BR,-16.82333,-49.24389,510770,America/Sao_Paulo
Apucarana,Brazil,BR,-23.55083,-51.46083,130134,America/Sao_Paulo
Aracaju,Brazil,BR,-10.91111,-37.07167,664908,America/Maceio
Araguari,Brazil,BR,-18.64722,-48.18722,117808,America/Sao_Paulo
Araguaína,Brazil,BR,-7.19111,-48.20722,105019,America/Araguaina
Arapiraca,Brazil,BR,-9.7525,-36.66111,243661,America/Maceio
Arapongas,Brazil,BR,-23.41944,-51.42444,119138,America/Sao_Paulo
Araraquara,Brazil,BR,-21.79444,-48.17556,168468,America/Sao_Paulo
Araras,Brazil,BR,-22.35694,-47.38417,135331,America/Sao_Paulo
Araruama,Brazil,BR,-22.87278,-42.34306,137773,America/Sao_Paulo
Araucária,Brazil,BR,-25.59306,-49.41028,151666,America/Sao_Paulo
Araxá,Brazil,BR,-19.59333,-46.94056,111691,America/Sao_Paulo
Araçatuba,Brazil,BR,-21.20889,-50.43278,170024,America/Sao_Paulo
Artur Alvim,Brazil,BR,-23.54015,-46.48581,104864,America/Sao_Paulo
Assis,Brazil,BR,-22.66167,-50.41222,105087,America/Sao_Paulo
Atibaia,Brazil,BR,-23.11694,-46.55028,144088,America/Sao_Paulo
Açailândia,Brazil,BR,-4.94667,-47.50472,106550,America/Fortaleza
Bacabal,Brazil,BR,-4.23246,-44.78164,103711,America/Fortaleza
Bairro da Penha,Brazil,BR,-23.3684,-46.31102,117691,America/Sao_Paulo
Balneário Camboriú,Brazil,BR,-26.99056,-48.63472,139155,America/Sao_Paulo
Balsas,Brazil,BR,-7.5325,-46.03556,101767,America/Fortaleza
Barbacena,Brazil,BR,-21.22583,-43.77361,125317,America/Sao_Paulo
Barcarena,Brazil,BR,-1.50583,-48.62583,126650,America/Belem
Barra Mansa,Brazil,BR,-22.54417,-44.17139,164052,America/Sao_Paulo
Barreiras,Brazil,BR,-12.15278,-44.99,159734,America/Bahia
Barretos,Brazil,BR,-20.55722,-48.56778,122485,America/Sao_Paulo
Barueri,Brazil,BR,-23.51056,-46.87611,316473,America/Sao_Paulo
Bauru,Brazil,BR,-22.31472,-49.06056,379297,America/Sao_Paulo
Belford Roxo,Brazil,BR,-22.76417,-43.39944,466096,America/Sao_Paulo
Belo Horizonte,Brazil,BR,-19.92083,-43.93778,2721564,America/Sao_Paulo
Belém,Brazil,BR,-1.45583,-48.50444,1499641,America/Belem
Belém,Brazil,BR,-6.69167,-35.53333,16401,America/Fortaleza
Bento Gonçalves,Brazil,BR,-29.17139,-51.51917,123151,America/Sao_Paulo
Betim,Brazil,BR,-19.96778,-44.19833,384000,America/Sao_Paulo
Birigui,Brazil,BR,-21.28861,-50.34,102277,America/Sao_Paulo
Blumenau,Brazil,BR,-26.91944,-49.06611,361855,America/Sao_Paulo
Boa Vista,Brazil,BR,2.81972,-60.67333,419652,America/Boa_Vista
Bosque Saúde,Brazil,BR,-23.60926,-46.62304,128469,America/Sao_Paulo
Botucatu,Brazil,BR,-22.88583,-48.445,148130,America/Sao_Paulo
Bragança,Brazil,BR,-1.05361,-46.76556,123082,America/Belem
Bragança Paulista,Brazil,BR,-22.9527,-46.54418,176811,America/Sao_Paulo
Brasilandia,Brazil,BR,-23.44859,-46.68839,243273,America/Sao_Paulo
Brasília,Brazil,BR,-15.77972,-47.92972,2207718,America/Sao_Paulo
Breves,Brazil,BR,-1.68222,-50.48028,106968,America/Belem
Brusque,Brazil,BR,-27.09795,-48.91281,141385,America/Sao_Paulo
Butanta,Brazil,BR,-23.5702,-46.72628,123748,America/Sao_Paulo
Cabo Frio,Brazil,BR,-22.88717,-42.02622,238166,America/Sao_Paulo
Cabo de Santo Agostinho,Brazil,BR,-8.28773,-35.02925,216969,America/Recife
Cachoeirinha,Brazil,BR,-8.48639,-36.23306,20612,America/Recife
Cachoeirinha,Brazil,BR,-23.45442,-46.66209,143366,America/Sao_Paulo
Cachoeirinha,Brazil,BR,-29.95111,-51.09389,136258,America/Sao_Paulo
Cachoeiro de Itapemirim,Brazil,BR,-20.84889,-41.11278,187019,America/Sao_Paulo
Caieiras,Brazil,BR,-23.36417,-46.74056,102775,America/Sao_Paulo
Camaragibe,Brazil,BR,-8.02167,-34.98111,155771,America/Recife
Camaçari,Brazil,BR,-12.6975,-38.32417,188758,America/Bahia
Cambé,Brazil,BR,-23.27583,-51.27833,107208,America/Sao_Paulo
Cametá,Brazil,BR,-2.24444,-49.49583,134184,America/Belem
Campina Grande,Brazil,BR,-7.23056,-35.88111,348936,America/Fortaleza
Campinas,Brazil,BR,-22.90556,-47.06083,1031554,America/Sao_Paulo
Campinas,Brazil,BR,-27.59444,-48.60694,20000,America/Sao_Paulo
Campo Grande,Brazil,BR,-20.44278,-54.64639,906092,America/Campo_Grande
Campo Grande,Brazil,BR,-23.67463,-46.68751,115925,America/Sao_Paulo
Campo Largo,Brazil,BR,-25.45955,-49.53014,136327,America/Sao_Paulo
Campo Limpo,Brazil,BR,-23.63634,-46.76565,236162,America/Sao_Paulo
Campos dos Goytacazes,Brazil,BR,-21.75227,-41.33044,511168,America/Sao_Paulo
Cangaiba,Brazil,BR,-23.49696,-46.52045,141172,America/Sao_Paulo
Canoas,Brazil,BR,-29.91778,-51.18361,328291,America/Sao_Paulo
Capao Redondo,Brazil,BR,-23.66877,-46.78051,270767,America/Sao_Paulo
Caraguatatuba,Brazil,BR,-23.62028,-45.41306,123389,America/Sao_Paulo
Carapicuíba,Brazil,BR,-23.52272,-46.835,386984,America/Sao_Paulo
Cariacica,Brazil,BR,-20.26389,-40.42,353491,America/Sao_Paulo
Caruaru,Brazil,BR,-8.28333,-35.97611,402290,America/Recife
Cascavel,Brazil,BR,-4.13306,-38.24194,72720,America/Fortaleza
Cascavel,Brazil,BR,-24.95583,-53.45528,257172,America/Sao_Paulo
Castanhal,Brazil,BR,-1.29389,-47.92639,192256,America/Belem
Catalão,Brazil,BR,-18.16583,-47.94639,114427,America/Sao_Paulo
Catanduva,Brazil,BR,-21.13778,-48.97278,115791,America/Sao_Paulo
Caucaia,Brazil,BR,-3.73611,-38.65306,355679,America/Fortaleza
Caxias,Brazil,BR,-4.85889,-43.35611,156973,America/Fortaleza
