city,country,country_code,latitude,longitude,population,timezone
Daloa,Côte d'Ivoire,CI,6.87735,-6.45022,421871,Africa/Abidjan
Daoukro,Côte d'Ivoire,CI,7.0591,-3.9631,101136,Africa/Abidjan
Divo,Côte d'Ivoire,CI,5.83739,-5.35723,136627,Africa/Abidjan
Duekoué,Côte d'Ivoire,CI,6.74202,-7.34918,117023,Africa/Abidjan
Gagnoa,Côte d'Ivoire,CI,6.13193,-5.9506,277044,Africa/Abidjan
Korhogo,Côte d'Ivoire,CI,9.45803,-5.62961,440926,Africa/Abidjan
Koumassi,Côte d'Ivoire,CI,5.29716,-3.96753,412282,Africa/Abidjan
Man,Côte d'Ivoire,CI,7.41251,-7.55383,241969,Africa/Abidjan
Marcory,Côte d'Ivoire,CI,5.31198,-3.99363,214061,Africa/Abidjan
San-Pédro,Côte d'Ivoire,CI,4.74851,-6.6363,390654,Africa/Abidjan
Sinfra,Côte d'Ivoire,CI,6.62103,-5.91144,245226,Africa/Abidjan
Soubré,Côte d'Ivoire,CI,5.78377,-6.59388,131181,Africa/Abidjan
Séguéla,Côte d'Ivoire,CI,7.96111,-6.67306,103980,Africa/Abidjan
Yamoussoukro,Côte d'Ivoire,CI,6.82055,-5.27674,275686,Africa/Abidjan
Aalborg,Denmark,DK,57.048,9.9187,142937,Europe/Copenhagen
Copenhagen,Denmark,DK,55.67594,12.56553,1153615,Europe/Copenhagen
Odense,Denmark,DK,55.39594,10.38831,180863,Europe/Copenhagen
Århus,Denmark,DK,56.15674,10.21076,285273,Europe/Copenhagen
Djibouti,Djibouti,DJ,11.58901,43.14503,626512,Africa/Djibouti
Bella Vista,Dominican Republic,DO,18.45539,-69.9454,175683,America/Santo_Domingo
La Romana,Dominican Republic,DO,18.42332,-68.96635,208437,America/Santo_Domingo
La Vega,Dominican Republic,DO,19.22031,-70.53101,102426,America/Santo_Domingo
Puerto Plata,Dominican Republic,DO,19.79344,-70.6884,146000,America/Santo_Domingo
Punta Cana,Dominican Republic,DO,18.58182,-68.40431,100023,America/Santo_Domingo
Salvaleón de Higüey,Dominican Republic,DO,18.61501,-68.70798,123787,America/Santo_Domingo
San Cristóbal,Dominican Republic,DO,18.41713,-70.10682,154040,America/Santo_Domingo
San Francisco de Macorís,Dominican Republic,DO,19.29377,-70.25285,124763,America/Santo_Domingo
San Pedro de Macorís,Dominican Republic,DO,18.4539,-69.30864,217899,America/Santo_Domingo
Santiago de los Caballeros,Dominican Republic,DO,19.45036,-70.69085,1200000,America/Santo_Domingo
Santo Domingo,Dominican Republic,DO,18.47186,-69.89232,2201941,America/Santo_Domingo
Santo Domingo Este,Dominican Republic,DO,18.48511,-69.84757,700000,America/Santo_Domingo
Santo Domingo Oeste,Dominican Republic,DO,18.5,-70.0,701269,America/Santo_Domingo
Ambato,Ecuador,EC,-1.24908,-78.61675,387309,America/Guayaquil
Cuenca,Ecuador,EC,-2.8953,-78.9963,636996,America/Guayaquil
Daule,Ecuador,EC,-1.86032,-79.97683,173684,America/Guayaquil
Eloy Alfaro,Ecuador,EC,-2.16919,-79.83987,315724,America/Guayaquil
Esmeraldas,Ecuador,EC,0.9592,-79.65397,218727,America/Guayaquil
Guayaquil,Ecuador,EC,-2.19616,-79.88621,2723665,America/Guayaquil
Ibarra,Ecuador,EC,0.34881,-78.12462,221149,America/Guayaquil
Latacunga,Ecuador,EC,-0.93424,-78.6152,205624,America/Guayaquil
Loja,Ecuador,EC,-3.99313,-79.20422,274112,America/Guayaquil
Machala,Ecuador,EC,-3.25886,-79.95876,289141,America/Guayaquil
Manta,Ecuador,EC,-0.94937,-80.73137,264281,America/Guayaquil
Milagro,Ecuador,EC,-2.13396,-79.59337,133508,America/Guayaquil
Portoviejo,Ecuador,EC,-1.05764,-80.45145,321800,America/Guayaquil
Quevedo,Ecuador,EC,-1.02881,-79.46264,213842,America/Guayaquil
Quito,Ecuador,EC,-0.22985,-78.52495,2781641,America/Guayaquil
Riobamba,Ecuador,EC,-1.66506,-78.65887,264048,America/Guayaquil
Santo Domingo de los Colorados,Ecuador,EC,-0.25368,-79.17628,458580,America/Guayaquil
Abnūb,Egypt,EG,27.26881,31.15232,111785,Africa/Cairo
Abū Kabīr,Egypt,EG,30.72508,31.67148,154466,Africa/Cairo
Abū Tīj,Egypt,EG,27.04514,31.31845,105418,Africa/Cairo
Akhmīm,Egypt,EG,26.5622,31.74566,151430,Africa/Cairo
Al Fashn,Egypt,EG,28.82306,30.89903,112999,Africa/Cairo
Al Fayyum,Egypt,EG,29.30995,30.8418,519047,Africa/Cairo
Al Khuşūş,Egypt,EG,30.15293,31.31501,488904,Africa/Cairo
Al Mansurah,Egypt,EG,31.03637,31.38069,621953,Africa/Cairo
Al Manzalah,Egypt,EG,31.15823,31.936,127394,Africa/Cairo
Al Maţarīyah,Egypt,EG,31.18287,32.03108,162045,Africa/Cairo
Al Maḩallah al Kubrá,Egypt,EG,30.97063,31.1669,592573,Africa/Cairo
Al Qāhirah al Jadīdah,Egypt,EG,30.04214,31.44446,313139,Africa/Cairo
Al Ḩawāmidīyah,Egypt,EG,29.9,31.25,155055,Africa/Cairo
Al ‘Āshir min Ramaḑān,Egypt,EG,30.29636,31.74633,246148,Africa/Cairo
Al-'Ubūr,Egypt,EG,30.22886,31.48149,138987,Africa/Cairo
Alexandria,Egypt,EG,31.20176,29.91582,5263542,Africa/Cairo
Arīsh,Egypt,EG,31.13159,33.79844,199243,Africa/Cairo
As Sinbillāwayn,Egypt,EG,30.88251,31.46275,124020,Africa/Cairo
Ashmūn,Egypt,EG,30.29735,30.97641,124483,Africa/Cairo
Assiut,Egypt,EG,27.18096,31.18368,528669,Africa/Cairo
Aswān,Egypt,EG,24.09082,32.89942,379774,Africa/Cairo
Banhā,Egypt,EG,30.45977,31.1842,182254,Africa/Cairo
Banī Mazār,Egypt,EG,28.49456,30.80526,115759,Africa/Cairo
Banī Suwayf,Egypt,EG,29.07441,31.09785,273151,Africa/Cairo
Bilbeis,Egypt,EG,30.42039,31.56223,185237,Africa/Cairo
Bilqās,Egypt,EG,31.21452,31.35798,137080,Africa/Cairo
Būsh,Egypt,EG,29.14816,31.12733,136441,Africa/Cairo
Cairo,Egypt,EG,30.06263,31.24967,9606916,Africa/Cairo
Damanhur,Egypt,EG,31.03408,30.46823,318207,Africa/Cairo
Damietta,Egypt,EG,31.41648,31.81332,305920,Africa/Cairo
Dayrūţ,Egypt,EG,27.55642,30.81057,102570,Africa/Cairo
Dikirnis,Egypt,EG,31.08898,31.59478,101082,Africa/Cairo
Disūq,Egypt,EG,31.13259,30.64784,149291,Africa/Cairo
Fāqūs,Egypt,EG,30.72816,31.79697,116945,Africa/Cairo
Girga,Egypt,EG,26.33721,31.89295,151256,Africa/Cairo
Giza,Egypt,EG,30.00944,31.20861,4367343,Africa/Cairo
Hurghada,Egypt,EG,27.25738,33.81291,207132,Africa/Cairo
Idkū,Egypt,EG,31.3073,30.2981,177152,Africa/Cairo
Ismailia,Egypt,EG,30.60427,32.27225,429465,Africa/Cairo
Kafr ad Dawwār,Egypt,EG,31.13379,30.12969,128539,Africa/Cairo
Kafr ash Shaykh,Egypt,EG,31.11174,30.93991,194569,Africa/Cairo
Kirdāsah,Egypt,EG,30.03103,31.11109,137588,Africa/Cairo
Kom Ombo,Egypt,EG,24.47669,32.94626,116293,Africa/Cairo
Luxor,Egypt,EG,25.69893,32.6421,422407,Africa/Cairo
Madīnat an Naşr,Egypt,EG,30.06667,31.3,668413,Africa/Cairo
Maghāghah,Egypt,EG,28.64776,30.841,118223,Africa/Cairo
Mallawī,Egypt,EG,27.73264,30.84129,212628,Africa/Cairo
Manfalūţ,Egypt,EG,27.3126,30.96987,117925,Africa/Cairo
Marsá Maţrūḩ,Egypt,EG,31.3529,27.23725,176498,Africa/Cairo
Minya,Egypt,EG,28.09193,30.75813,283605,Africa/Cairo
Munūf,Egypt,EG,30.46597,30.93199,125707,Africa/Cairo
Mīt Ghamr,Egypt,EG,30.71524,31.2592,153754,Africa/Cairo
New Cairo,Egypt,EG,30.03,31.47,313139,Africa/Cairo
Port Said,Egypt,EG,31.26531,32.3019,780515,Africa/Cairo
Qalyub,Egypt,EG,30.17922,31.2056,156363,Africa/Cairo
Qina,Egypt,EG,26.16418,32.72671,252883,Africa/Cairo
Rosetta,Egypt,EG,31.39951,30.41718,125778,Africa/Cairo
Samālūţ,Egypt,EG,28.31214,30.71007,142009,Africa/Cairo
Shibīn al Kawm,Egypt,EG,30.55258,31.00904,267945,Africa/Cairo
Shubrā al Khaymah,Egypt,EG,30.12511,31.25053,1240289,Africa/Cairo
Sinnūris,Egypt,EG,29.41345,30.86579,133532,Africa/Cairo
Sohag,Egypt,EG,26.55695,31.69478,266944,Africa/Cairo
Suez,Egypt,EG,29.97371,32.52627,699541,Africa/Cairo
Tanta,Egypt,EG,30.78847,31.00192,576648,Africa/Cairo
Zagazig,Egypt,EG,30.58768,31.502,430445,Africa/Cairo
Zefta,Egypt,EG,30.7142,31.24425,111700,Africa/Cairo
Ţahţā,Egypt,EG,26.76866,31.50198,134314,Africa/Cairo
Ţalkhā,Egypt,EG,31.0539,31.37787,112851,Africa/Cairo
Ţimā,Egypt,EG,26.90843,31.43469,101130,Africa/Cairo
Ḩadā’iq al Qubbah,Egypt,EG,30.08843,31.28351,339612,Africa/Cairo
Ḩalwān,Egypt,EG,29.84144,31.30084,230000,Africa/Cairo
Apopa,El Salvador,SV,13.80722,-89.17917,112158,America/El_Salvador
Mejicanos,El Salvador,SV,13.72397,-89.188,160317,America/El_Salvador
San Miguel,El Salvador,SV,13.48261,-88.18211,247126,America/El_Salvador
San Salvador,El Salvador,SV,13.68935,-89.18718,525990,America/El_Salvador
Santa Ana,El Salvador,SV,13.98827,-89.55685,176661,America/El_Salvador
Santa Tecla,El Salvador,SV,13.67741,-89.28335,124694,America/El_Salvador
Soyapango,El Salvador,SV,13.71024,-89.13989,329708,America/El_Salvador
Bata,Equatorial Guinea,GQ,1.86391,9.76582,173046,Africa/Malabo
Malabo,Equatorial Guinea,GQ,3.75578,8.78166,155963,Africa/Malabo
Asmara,Eritrea,ER,15.33805,38.93184,563930,Africa/Asmara
Tallinn,Estonia,EE,59.43696,24.75353,394024,Europe/Tallinn
Manzini,Eswatini,SZ,-26.49884,31.38004,110537,Africa/Mbabane
Addis Ababa,Ethiopia,ET,9.02497,38.74689,3860000,Africa/Addis_Ababa
Arba Minch,Ethiopia,ET,6.03333,37.55,201000,Africa/Addis_Ababa
Awasa,Ethiopia,ET,7.06205,38.47635,422200,Africa/Addis_Ababa
Bahir Dar,Ethiopia,ET,11.59364,37.39077,350000,Africa/Addis_Ababa
Bishoftu,Ethiopia,ET,8.75225,38.97846,207400,Africa/Addis_Ababa
Burayu,Ethiopia,ET,9.03528,38.66083,101400,Africa/Addis_Ababa
Debre Birhan,Ethiopia,ET,9.67954,39.53262,146900,Africa/Addis_Ababa
Debre Mark’os,Ethiopia,ET,10.35,37.73333,140700,Africa/Addis_Ababa
Debre Tabor,Ethiopia,ET,11.85,38.01667,125300,Africa/Addis_Ababa
Dessie,Ethiopia,ET,11.13333,39.63333,270400,Africa/Addis_Ababa
Dire Dawa,Ethiopia,ET,9.59306,41.86611,343000,Africa/Addis_Ababa
Dīla,Ethiopia,ET,6.41667,38.31667,158800,Africa/Addis_Ababa
Gonder,Ethiopia,ET,12.6,37.46667,466000,Africa/Addis_Ababa
Harar,Ethiopia,ET,9.31387,42.11815,157000,Africa/Addis_Ababa
Hosa’ina,Ethiopia,ET,7.54978,37.85374,188200,Africa/Addis_Ababa
Inda Silasē,Ethiopia,ET,14.10307,38.28289,100100,Africa/Addis_Ababa
Jijiga,Ethiopia,ET,9.35,42.8,483000,Africa/Addis_Ababa
Jimma,Ethiopia,ET,7.67344,36.83441,250900,Africa/Addis_Ababa
Kombolcha,Ethiopia,ET,11.08155,39.74339,132100,Africa/Addis_Ababa
Mek'ele,Ethiopia,ET,13.49667,39.47528,457900,Africa/Addis_Ababa
Nazrēt,Ethiopia,ET,8.55,39.26667,456900,Africa/Addis_Ababa
Nek’emtē,Ethiopia,ET,9.08333,36.55,156000,Africa/Addis_Ababa
Sebeta,Ethiopia,ET,8.91667,38.61667,102300,Africa/Addis_Ababa
Shashamane,Ethiopia,ET,7.2,38.6,208400,Africa/Addis_Ababa
Sodo,Ethiopia,ET,6.86,37.76159,204100,Africa/Addis_Ababa
Weldiya,Ethiopia,ET,11.8277,39.59164,104000,Africa/Addis_Ababa
Ādīgrat,Ethiopia,ET,14.277,39.462,121800,Africa/Addis_Ababa
Ārabī,Ethiopia,ET,9.96278,42.49278,148933,Africa/Addis_Ababa
Āsela,Ethiopia,ET,7.95,39.13333,139500,Africa/Addis_Ababa
East Helsinki,Finland,FI,60.21043,25.08289,170557,Europe/Helsinki
Espoo,Finland,FI,60.2052,24.6522,256760,Europe/Helsinki
Helsinki,Finland,FI,60.16952,24.93545,658864,Europe/Helsinki
Jyväskylä,Finland,FI,62.24147,25.72088,144477,Europe/Helsinki
Kuopio,Finland,FI,62.89238,27.67703,121557,Europe/Helsinki
Lahti,Finland,FI,60.98267,25.66151,120093,Europe/Helsinki
Oulu,Finland,FI,65.01236,25.46816,209648,Europe/Helsinki
Tampere,Finland,FI,61.49911,23.78712,244315,Europe/Helsinki
Turku,Finland,FI,60.45148,22.26869,195301,Europe/Helsinki
Vantaa,Finland,FI,60.29414,25.04099,190058,Europe/Helsinki
Aix-en-Provence,France,FR,43.5283,5.44973,146821,Europe/Paris
Amiens,France,FR,49.9,2.3,143086,Europe/Paris
Angers,France,FR,47.47156,-0.55202,168279,Europe/Paris
Argenteuil,France,FR,48.94788,2.24744,101475,Europe/Paris
Besançon,France,FR,47.24878,6.01815,128426,Europe/Paris
Bordeaux,France,FR,44.84124,-0.58046,260958,Europe/Paris
Boulogne-Billancourt,France,FR,48.83545,2.24128,108782,Europe/Paris
Brest,France,FR,48.39029,-4.48628,144899,Europe/Paris
Caen,France,FR,49.18585,-0.35912,110624,Europe/Paris
Cergy-Pontoise,France,FR,49.03894,2.07805,183430,Europe/Paris
Clermont-Ferrand,France,FR,45.77969,3.08682,147865,Europe/Paris
Dijon,France,FR,47.31344,5.01391,158002,Europe/Paris
Grenoble,France,FR,45.17869,5.71479,158552,Europe/Paris
Le Havre,France,FR,49.49346,0.10785,185972,Europe/Paris
Le Mans,France,FR,48.0021,0.20251,144515,Europe/Paris
Lille,France,FR,50.63391,3.05512,234475,Europe/Paris
Limoges,France,FR,45.83362,1.24759,141176,Europe/Paris
Lyon,France,FR,45.74906,4.84789,522969,Europe/Paris
Lyon 03,France,FR,45.76124,4.85184,102725,Europe/Paris
Marne La Vallée,France,FR,48.83584,2.64241,318325,Europe/Paris
Marseille,France,FR,43.29695,5.38107,870731,Europe/Paris
Metz,France,FR,49.11911,6.17269,123914,Europe/Paris
Montpellier,France,FR,43.61093,3.87635,248252,Europe/Paris
Montreuil,France,FR,48.86415,2.44322,111240,Europe/Paris
Mulhouse,France,FR,47.75205,7.32866,111430,Europe/Paris
Nancy,France,FR,48.68439,6.18496,105058,Europe/Paris
Nantes,France,FR,47.21725,-1.55336,318808,Europe/Paris
Nice,France,FR,43.70313,7.26608,342669,Europe/Paris
Nîmes,France,FR,43.83665,4.35788,148236,Europe/Paris
Orléans,France,FR,47.90248,1.90407,116269,Europe/Paris
Paris,France,FR,48.85341,2.3488,2138551,Europe/Paris
Paris 11e Arrondissement,France,FR,48.85834,2.37952,144292,Europe/Paris
Paris 12e Arrondissement,France,FR,48.83523,2.43505,140311,Europe/Paris
Paris 13e Arrondissement,France,FR,48.8262,2.35986,177833,Europe/Paris
Perpignan,France,FR,42.69764,2.89541,110706,Europe/Paris
Reims,France,FR,49.26526,4.02853,196565,Europe/Paris
Rennes,France,FR,48.11109,-1.67431,220488,Europe/Paris
Rouen,France,FR,49.44313,1.09932,234475,Europe/Paris
Saint-Quentin-en-Yvelines,France,FR,48.77186,2.01891,146598,Europe/Paris
Saint-Étienne,France,FR,45.43389,4.39,176280,Europe/Paris
Strasbourg,France,FR,48.58392,7.74553,274845,Europe/Paris
Toulon,France,FR,43.12442,5.92836,168701,Europe/Paris
Toulouse,France,FR,43.60426,1.44367,493465,Europe/Paris
Tours,France,FR,47.39484,0.70398,141621,Europe/Paris
Villeurbanne,France,FR,45.76601,4.8795,131445,Europe/Paris
Franceville,Gabon,GA,-1.63333,13.58357,132895,Africa/Libreville
Libreville,Gabon,GA,0.39241,9.45356,846090,Africa/Libreville
Port-Gentil,Gabon,GA,-0.71933,8.78151,164018,Africa/Libreville
Serekunda,Gambia,GM,13.43833,-16.67806,340000,Africa/Banjul
Batumi,Georgia,GE,41.64077,41.6306,186949,Asia/Tbilisi
Kutaisi,Georgia,GE,42.26791,42.69459,135201,Asia/Tbilisi
Rustavi,Georgia,GE,41.56271,44.9787,128249,Asia/Tbilisi
Tbilisi,Georgia,GE,41.69143,44.83412,1049498,Asia/Tbilisi
Aachen,Germany,DE,50.77664,6.08342,265208,Europe/Berlin
Altona,Germany,DE,53.55,9.93333,250192,Europe/Berlin
Augsburg,Germany,DE,48.37154,10.89851,259196,Europe/Berlin
Bergedorf,Germany,DE,53.48462,10.22904,119665,Europe/Berlin
Bergisch Gladbach,Germany,DE,50.9856,7.13298,106184,Europe/Berlin
Berlin,Germany,DE,52.52437,13.41053,3426354,Europe/Berlin
Bielefeld,Germany,DE,52.03333,8.53333,331906,Europe/Berlin
Bochum,Germany,DE,51.48165,7.21648,385729,Europe/Berlin
Bonn,Germany,DE,50.73438,7.09549,330579,Europe/Berlin
Bottrop,Germany,DE,51.52392,6.9285,119909,Europe/Berlin
Braunschweig,Germany,DE,52.26594,10.52673,244715,Europe/Berlin
Bremen,Germany,DE,53.07582,8.80717,546501,Europe/Berlin
Bremerhaven,Germany,DE,53.55357,8.57553,113557,Europe/Berlin
Charlottenburg,Germany,DE,52.51667,13.28333,129359,Europe/Berlin
Chemnitz,Germany,DE,50.8357,12.92922,247220,Europe/Berlin
Darmstadt,Germany,DE,49.87167,8.65027,140385,Europe/Berlin
Dortmund,Germany,DE,51.51494,7.466,588462,Europe/Berlin
Dresden,Germany,DE,51.05089,13.73832,556227,Europe/Berlin
Duisburg,Germany,DE,51.43247,6.76516,504358,Europe/Berlin
Düsseldorf,Germany,DE,51.22172,6.77616,620523,Europe/Berlin
Eimsbüttel,Germany,DE,53.57416,9.95679,269118,Europe/Berlin
Erfurt,Germany,DE,50.97734,11.03536,213692,Europe/Berlin
Erlangen,Germany,DE,49.59099,11.00783,102675,Europe/Berlin
Essen,Germany,DE,51.45657,7.01228,593085,Europe/Berlin
Frankfurt am Main,Germany,DE,50.11552,8.68417,650000,Europe/Berlin
Freiburg,Germany,DE,47.9959,7.85222,215966,Europe/Berlin
Friedrichshain,Germany,DE,52.51559,13.45482,117829,Europe/Berlin
Fürth,Germany,DE,49.47593,10.98856,112025,Europe/Berlin
Gelsenkirchen,Germany,DE,51.50508,7.09654,270028,Europe/Berlin
Gera,Germany,DE,50.88029,12.08187,104659,Europe/Berlin
Göttingen,Germany,DE,51.53443,9.93228,122149,Europe/Berlin
Hagen,Germany,DE,51.36081,7.47168,198972,Europe/Berlin
Halle (Saale),Germany,DE,51.48158,11.97947,237865,Europe/Berlin
Hamburg,Germany,DE,53.55073,9.99302,1845229,Europe/Berlin
Hamburg-Mitte,Germany,DE,53.55,10.01667,301231,Europe/Berlin
Hamburg-Nord,Germany,DE,53.58935,9.984,315514,Europe/Berlin
Hamm,Germany,DE,53.55487,10.05742,37989,Europe/Berlin
Hamm,Germany,DE,51.68033,7.82089,178967,Europe/Berlin
Hannover,Germany,DE,52.37052,9.73322,515140,Europe/Berlin
Harburg,Germany,DE,53.46057,9.98388,169221,Europe/Berlin
Heidelberg,Germany,DE,49.40768,8.69079,143345,Europe/Berlin
Heilbronn,Germany,DE,49.13995,9.22054,120733,Europe/Berlin
Herne,Germany,DE,51.5388,7.22572,172108,Europe/Berlin
Hildesheim,Germany,DE,52.15077,9.95112,103052,Europe/Berlin
Ingolstadt,Germany,DE,48.76508,11.42372,120658,Europe/Berlin
Jena,Germany,DE,50.92878,11.5899,104712,Europe/Berlin
Karlsruhe,Germany,DE,49.00937,8.40444,283799,Europe/Berlin
Kassel,Germany,DE,51.31667,9.5,194501,Europe/Berlin
Kiel,Germany,DE,54.32133,10.13489,246601,Europe/Berlin
Koblenz,Germany,DE,50.35357,7.57883,107319,Europe/Berlin
Krefeld,Germany,DE,51.33645,6.55381,237984,Europe/Berlin
Kreuzberg,Germany,DE,52.49973,13.40338,153135,Europe/Berlin
Köln,Germany,DE,50.93333,6.95,963395,Europe/Berlin
Leipzig,Germany,DE,51.33962,12.37129,504971,Europe/Berlin
Leverkusen,Germany,DE,51.0303,6.98432,162738,Europe/Berlin
Ludwigshafen am Rhein,Germany,DE,49.48121,8.44641,163196,Europe/Berlin
Lübeck,Germany,DE,53.86893,10.68729,212207,Europe/Berlin
Magdeburg,Germany,DE,52.13129,11.63189,235775,Europe/Berlin
Mainz,Germany,DE,49.98185,8.28008,217123,Europe/Berlin
Mannheim,Germany,DE,49.4891,8.46694,307960,Europe/Berlin
Marienthal,Germany,DE,53.56667,10.08333,287101,Europe/Berlin
Marzahn,Germany,DE,52.54525,13.56983,111508,Europe/Berlin
Mitte,Germany,DE,52.52003,13.40489,102338,Europe/Berlin
Moers,Germany,DE,51.45342,6.6326,103487,Europe/Berlin
Munich,Germany,DE,48.13743,11.57549,1260391,Europe/Berlin
Mönchengladbach,Germany,DE,51.18539,6.44172,261742,Europe/Berlin
Mülheim,Germany,DE,51.43218,6.87967,170921,Europe/Berlin
Mülheim,Germany,DE,50.96639,7.00384,41711,Europe/Berlin
Münster,Germany,DE,51.96236,7.62571,270184,Europe/Berlin
Neue Neustadt,Germany,DE,52.15,11.63333,226851,Europe/Berlin
Neukölln,Germany,DE,52.47719,13.43126,164636,Europe/Berlin
Neuss,Germany,DE,51.19807,6.68504,152457,Europe/Berlin
Nippes,Germany,DE,50.96545,6.95314,113487,Europe/Berlin
Nürnberg,Germany,DE,49.45421,11.07752,515543,Europe/Berlin
Oberhausen,Germany,DE,51.47805,6.8625,219176,Europe/Berlin
Offenbach,Germany,DE,50.10061,8.76647,119192,Europe/Berlin
Oldenburg,Germany,DE,53.14118,8.21467,159218,Europe/Berlin
Osnabrück,Germany,DE,52.27264,8.0498,166462,Europe/Berlin
Paderborn,Germany,DE,51.71905,8.75439,142161,Europe/Berlin
Pforzheim,Germany,DE,48.88436,8.69892,119313,Europe/Berlin
Porz am Rhein,Germany,DE,50.88637,7.0583,113415,Europe/Berlin
Potsdam,Germany,DE,52.39886,13.06566,182112,Europe/Berlin
Prenzlauer Berg,Germany,DE,52.53878,13.42443,148878,Europe/Berlin
Recklinghausen,Germany,DE,51.61379,7.19738,122438,Europe/Berlin
Regensburg,Germany,DE,49.01513,12.10161,129151,Europe/Berlin
Remscheid,Germany,DE,51.17983,7.1925,117118,Europe/Berlin
Reutlingen,Germany,DE,48.49144,9.20427,112627,Europe/Berlin
Rodenkirchen,Germany,DE,50.89328,6.99481,110158,Europe/Berlin
Rostock,Germany,DE,54.0887,12.14049,198293,Europe/Berlin
Saarbrücken,Germany,DE,49.23262,7.00982,179349,Europe/Berlin
Salzgitter,Germany,DE,52.15705,10.4154,103866,Europe/Berlin
Schöneberg,Germany,DE,52.49801,13.3443,122658,Europe/Berlin
Siegen,Germany,DE,50.87481,8.02431,107242,Europe/Berlin
Solingen,Germany,DE,51.17343,7.0845,164359,Europe/Berlin
Stuttgart,Germany,DE,48.78232,9.17702,630305,Europe/Berlin
Trier,Germany,DE,49.75565,6.63935,100129,Europe/Berlin
Ulm,Germany,DE,48.39841,9.99155,120451,Europe/Berlin
Wandsbek,Germany,DE,53.58334,10.08305,411422,Europe/Berlin
Wiesbaden,Germany,DE,50.08601,8.24435,278609,Europe/Berlin
Wilmersdorf,Germany,DE,52.48333,13.31667,101877,Europe/Berlin
Witten,Germany,DE,51.44362,7.35258,101247,Europe/Berlin
Wolfsburg,Germany,DE,52.42452,10.7815,123064,Europe/Berlin
Wuppertal,Germany,DE,51.25627,7.14816,360797,Europe/Berlin
Würzburg,Germany,DE,49.79391,9.95121,133731,Europe/Berlin
Accra,Ghana,GH,5.55602,-0.1969,1963264,Africa/Accra
Amanfrom,Ghana,GH,5.53532,-0.39827,119467,Africa/Accra
Ashaiman,Ghana,GH,5.69951,-0.03484,190972,Africa/Accra
Atsiaman,Ghana,GH,5.69775,-0.32824,202932,Africa/Accra
Cape Coast,Ghana,GH,5.10535,-1.2466,212426,Africa/Accra
Ho,Ghana,GH,6.60084,0.4713,130701,Africa/Accra
Koforidua,Ghana,GH,6.09408,-0.25913,151255,Africa/Accra
Kumasi,Ghana,GH,6.68848,-1.62443,2544530,Africa/Accra
Medina Estates,Ghana,GH,5.6658,-0.16307,101207,Africa/Accra
Obuase,Ghana,GH,6.20228,-1.66796,179604,Africa/Accra
Sekondi,Ghana,GH,4.93422,-1.71454,285506,Africa/Accra
Sekondi-Takoradi,Ghana,GH,4.92678,-1.75773,138872,Africa/Accra
Takoradi,Ghana,GH,4.89816,-1.76029,389114,Africa/Accra
Tamale,Ghana,GH,9.40079,-0.8393,464316,Africa/Accra
Tema,Ghana,GH,5.6698,-0.01657,155782,Africa/Accra
Teshi Old Town,Ghana,GH,5.58365,-0.10722,144013,Africa/Accra
Twifu Praso,Ghana,GH,5.61411,-1.5502,100851,Africa/Accra
Athens,Greece,GR,37.98376,23.72784,664046,Europe/Athens
Irákleion,Greece,GR,35.32787,25.14341,137154,Europe/Athens
Kallithéa,Greece,GR,37.95,23.7,100641,Europe/Athens
Lárisa,Greece,GR,39.62847,22.42112,146926,Europe/Athens
Peristéri,Greece,GR,38.01539,23.69187,139981,Europe/Athens
Piraeus,Greece,GR,37.94203,23.64619,163688,Europe/Athens
Pátra,Greece,GR,38.2462,21.73508,168034,Europe/Athens
Thessaloníki,Greece,GR,40.64072,22.93493,317778,Europe/Athens
Chichicastenango,Guatemala,GT,14.94333,-91.11116,141567,America/Guatemala
Chinautla,Guatemala,GT,14.70289,-90.49983,104972,America/Guatemala
Chiquimula,Guatemala,GT,14.8009,-89.54641,111505,America/Guatemala
Coatepeque,Guatemala,GT,14.70413,-91.86426,105415,America/Guatemala
Cobán,Guatemala,GT,15.47025,-90.37455,212047,America/Guatemala
Escuintla,Guatemala,GT,14.30097,-90.78816,156313,America/Guatemala
Guatemala City,Guatemala,GT,14.64072,-90.51327,994938,America/Guatemala
Jalapa,Guatemala,GT,14.63542,-89.99112,159840,America/Guatemala
Jutiapa,Guatemala,GT,14.28491,-89.88798,145880,America/Guatemala
Mixco,Guatemala,GT,14.63077,-90.60711,465773,America/Guatemala
Petapa,Guatemala,GT,14.50189,-90.56196,135447,America/Guatemala
Puerto Barrios,Guatemala,GT,15.72724,-88.59787,100593,America/Guatemala
Quetzaltenango,Guatemala,GT,14.84462,-91.52316,180706,America/Guatemala
San Juan Sacatepéquez,Guatemala,GT,14.71889,-90.64417,136886,America/Guatemala
Santa Lucía Cotzumalguapa,Guatemala,GT,14.33505,-91.02339,112780,America/Guatemala
Totonicapán,Guatemala,GT,14.91188,-91.36054,103952,America/Guatemala
Villa Canales,Guatemala,GT,14.48285,-90.53425,155423,America/Guatemala
Villa Nueva,Guatemala,GT,14.52512,-90.58544,618397,America/Guatemala
Camayenne,Guinea,GN,9.535,-13.68778,1871242,Africa/Conakry
Conakry,Guinea,GN,9.53795,-13.67729,1928389,Africa/Conakry
Dubréka,Guinea,GN,9.79111,-13.52333,182296,Africa/Conakry
Kamsar,Guinea,GN,10.65,-14.61667,113350,Africa/Conakry
